Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AttendanceScore
35,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,2605,Male,2,Sales Representative,Married,48830,1.0,Y,18,8,1,10.0,1,10,0,9,3.0,4.0,3.0,1,3,0 days 08:48:18.637500
27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,2606,Female,1,Manager,Single,39040,1.0,Y,15,8,0,7.0,2,7,0,7,4.0,4.0,3.0,3,3,0 days 07:54:51.748917748
32,No,Travel_Rarely,Research & Development,8,1,Medical,1,2607,Female,2,Research Scientist,Single,46270,8.0,Y,17,8,1,8.0,2,1,0,0,4.0,4.0,3.0,2,3,0 days 07:17:49.040983606
31,Yes,Travel_Frequently,Research & Development,2,1,Other,1,2608,Male,3,Sales Executive,Married,70940,1.0,Y,14,8,1,10.0,2,10,0,8,1.0,4.0,3.0,3,3,0 days 10:18:17.983050847
53,Yes,Travel_Rarely,Research & Development,18,3,Medical,1,2609,Male,1,Research Scientist,Single,34230,6.0,Y,15,8,1,15.0,4,2,2,2,1.0,1.0,2.0,3,3,0 days 10:48:10.821276595
54,No,Travel_Rarely,Research & Development,14,3,Other,1,2610,Male,3,Research Scientist,Married,66740,3.0,Y,17,8,1,9.0,2,4,2,3,1.0,3.0,2.0,3,3,0 days 07:54:40.633187772
33,No,Travel_Frequently,Research & Development,2,4,Medical,1,2611,Female,4,Sales Executive,Divorced,168800,1.0,Y,14,8,3,9.0,2,9,2,8,4.0,3.0,3.0,3,3,0 days 07:53:18.392241379
43,No,Travel_Rarely,Research & Development,3,3,Medical,1,2612,Male,1,Research Scientist,Married,90940,1.0,Y,12,8,1,10.0,0,10,0,9,1.0,3.0,3.0,3,3,0 days 07:29:31.173913043
38,No,Travel_Frequently,Research & Development,2,5,Medical,1,2613,Female,4,Sales Executive,Married,84460,0.0,Y,14,8,0,7.0,3,6,1,2,4.0,2.0,3.0,2,3,0 days 08:00:58.025104602
55,No,Travel_Rarely,Sales,9,3,Marketing,1,2614,Male,2,Laboratory Technician,Married,119160,4.0,Y,15,8,1,35.0,3,10,1,4,3.0,2.0,3.0,2,3,0 days 08:14:16.527426160
31,No,Travel_Rarely,Sales,6,3,Other,1,2615,Male,1,Manufacturing Director,Divorced,45340,1.0,Y,13,8,0,1.0,2,1,0,0,4.0,4.0,3.0,3,3,0 days 10:48:01.537190082
39,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2616,Male,2,Sales Executive,Single,98520,0.0,Y,12,8,1,21.0,5,20,11,10,2.0,1.0,3.0,2,3,0 days 06:06:02.843621399
42,No,Non-Travel,Research & Development,10,4,Life Sciences,1,2617,Female,2,Research Scientist,Single,61510,1.0,Y,13,8,1,20.0,3,20,3,7,4.0,3.0,3.0,3,3,0 days 06:35:43.484978540
31,No,Non-Travel,Research & Development,14,2,Life Sciences,1,2618,Male,2,Healthcare Representative,Married,23020,4.0,Y,14,8,0,13.0,3,11,4,8,3.0,3.0,4.0,3,3,0 days 06:06:45.895196506
54,No,Travel_Rarely,Research & Development,1,3,Medical,1,2619,Female,2,Human Resources,Single,23620,6.0,Y,13,8,1,9.0,2,5,1,4,3.0,1.0,3.0,4,3,0 days 10:27:49.221739130
24,No,Travel_Rarely,Research & Development,5,4,Other,1,2620,Male,1,Manufacturing Director,Single,178610,1.0,Y,11,8,2,4.0,5,4,1,2,2.0,3.0,2.0,1,3,0 days 06:52:42.314049586
23,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2621,Male,2,Research Scientist,Single,191870,1.0,Y,11,8,1,5.0,2,5,1,4,4.0,4.0,4.0,3,3,0 days 06:59:21.217391304
40,No,Travel_Frequently,Research & Development,21,3,Medical,1,2622,Female,3,Research Scientist,Married,197170,1.0,Y,21,8,0,10.0,1,10,9,4,4.0,3.0,4.0,2,4,0 days 07:48:39.226086956
40,No,Travel_Rarely,Research & Development,8,1,Medical,1,2623,Female,5,Research Scientist,Married,35440,3.0,Y,18,8,3,15.0,3,11,5,10,2.0,2.0,3.0,2,3,0 days 06:12:20.863070539
25,No,Travel_Rarely,Sales,20,5,Medical,1,2624,Female,2,Laboratory Technician,Married,85000,4.0,Y,12,8,0,6.0,2,2,1,2,3.0,2.0,3.0,3,3,0 days 06:11:10.588983050
30,No,Travel_Rarely,Human Resources,20,4,Life Sciences,1,2625,Male,2,Research Scientist,Married,46610,1.0,Y,11,8,0,12.0,3,12,1,7,4.0,2.0,2.0,2,3,0 days 06:04:58.390041493
25,No,Travel_Rarely,Research & Development,7,2,Medical,1,2626,Male,5,Sales Executive,Divorced,41030,6.0,Y,15,8,1,7.0,2,2,0,2,4.0,3.0,2.0,3,3,0 days 10:11:09.760869565
47,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2627,Male,2,Sales Executive,Single,42490,2.0,Y,13,8,1,25.0,2,17,12,11,1.0,3.0,3.0,2,3,0 days 07:48:14.617021276
33,No,Non-Travel,Research & Development,1,3,Life Sciences,1,2628,Male,2,Research Scientist,Divorced,140260,1.0,Y,12,8,0,1.0,4,1,0,0,2.0,3.0,2.0,3,3,0 days 06:12:19.855319148
38,No,Travel_Rarely,Research & Development,19,3,Life Sciences,1,2629,Female,2,Sales Executive,Married,68930,0.0,Y,17,8,0,16.0,3,15,5,8,4.0,2.0,3.0,3,3,0 days 07:53:14.958506224
31,No,Travel_Rarely,Research & Development,10,4,Medical,1,2630,Female,3,Sales Executive,Married,61250,0.0,Y,13,8,1,3.0,3,2,1,2,1.0,3.0,3.0,3,3,0 days 07:12:06.261410788
38,No,Travel_Frequently,Research & Development,1,4,Other,1,2631,Male,2,Research Scientist,Married,36690,2.0,Y,19,8,0,10.0,2,8,7,7,1.0,3.0,3.0,3,3,0 days 06:30:18.008230452
42,No,Travel_Rarely,Research & Development,6,3,Medical,1,2632,Male,2,Laboratory Technician,Divorced,100080,6.0,Y,19,8,1,9.0,3,4,1,2,4.0,1.0,2.0,1,3,0 days 09:49:12.109704641
41,No,Travel_Rarely,Sales,2,2,Medical,1,2633,Male,1,Healthcare Representative,Married,23870,3.0,Y,17,8,1,12.0,1,5,1,0,4.0,4.0,3.0,1,3,0 days 07:41:31.443037974
47,No,Non-Travel,Research & Development,21,2,Medical,1,2634,Male,1,Sales Executive,Married,46390,0.0,Y,11,8,1,14.0,2,13,5,12,3.0,2.0,1.0,2,3,0 days 07:10:30.575107296
35,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2635,Male,2,Healthcare Representative,Married,78980,7.0,Y,15,8,0,5.0,2,2,2,2,4.0,3.0,3.0,2,3,0 days 10:26:04.144628099
22,No,Travel_Rarely,Human Resources,12,1,Human Resources,1,2636,Male,2,Sales Executive,Single,25340,0.0,Y,11,8,0,4.0,1,3,1,2,4.0,3.0,4.0,3,3,0 days 06:26:08.604938271
35,No,Travel_Rarely,Research & Development,9,3,Medical,1,2637,Female,2,Sales Executive,Single,131420,1.0,Y,25,8,2,10.0,4,10,0,8,2.0,3.0,3.0,3,4,0 days 08:01:17.570212765
33,No,Travel_Rarely,Sales,3,4,Medical,1,2638,Male,3,Healthcare Representative,Married,16110,0.0,Y,14,8,0,10.0,2,9,8,1,2.0,4.0,3.0,2,3,0 days 09:05:41.493670886
32,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,2639,Male,3,Manufacturing Director,Single,53630,1.0,Y,13,8,0,6.0,4,6,4,1,3.0,2.0,3.0,3,3,0 days 07:00:06.576763485
40,No,Travel_Rarely,Research & Development,1,4,Medical,1,2640,Male,2,Research Director,Married,50710,8.0,Y,17,8,1,8.0,3,1,0,0,1.0,4.0,2.0,2,3,0 days 06:11:05.465020576
32,No,Travel_Rarely,Research & Development,1,2,Medical,1,2641,Male,3,Sales Executive,Married,136950,0.0,Y,13,8,0,3.0,3,2,2,2,2.0,2.0,3.0,3,3,0 days 06:00:06.091304347
39,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,2642,Male,1,Sales Executive,Single,134020,7.0,Y,14,8,1,18.0,1,7,1,7,1.0,4.0,3.0,3,3,0 days 08:00:59.762500
38,No,Travel_Rarely,Sales,20,4,Medical,1,2643,Female,2,Research Director,Married,20290,3.0,Y,11,8,1,20.0,3,18,1,11,2.0,3.0,3.0,2,3,0 days 08:01:28.543478260
32,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1,2644,Male,2,Manager,Married,63770,1.0,Y,12,8,2,14.0,3,14,5,7,3.0,4.0,3.0,3,3,0 days 07:53:28.690082644
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2645,Female,4,Sales Executive,Married,54290,1.0,Y,17,8,1,16.0,3,16,6,8,3.0,4.0,3.0,3,3,0 days 09:25:04.087866108
25,No,Travel_Rarely,Research & Development,2,4,Medical,1,2646,Female,2,Manufacturing Director,Divorced,27850,0.0,Y,21,8,0,6.0,2,5,0,4,1.0,3.0,2.0,3,4,0 days 08:01:49.577586206
52,No,Non-Travel,Research & Development,2,4,Other,1,2647,Male,1,Manager,Divorced,46140,2.0,Y,16,8,1,16.0,3,9,0,0,1.0,4.0,2.0,3,3,0 days 06:48:43.432098765
44,No,Travel_Rarely,Research & Development,8,1,Life Sciences,1,2648,Female,1,Sales Representative,Single,26100,6.0,Y,15,8,0,6.0,2,4,1,2,2.0,4.0,3.0,3,3,0 days 10:46:08.479674796
21,No,Travel_Rarely,Sales,10,5,Medical,1,2649,Male,3,Research Scientist,Single,66870,1.0,Y,19,8,3,2.0,0,2,1,2,3.0,1.0,3.0,3,3,0 days 08:12:34.913793103
39,No,Non-Travel,Research & Development,3,4,Life Sciences,1,2650,Female,2,Research Director,Single,47240,2.0,Y,12,8,1,21.0,4,6,1,3,4.0,4.0,2.0,4,3,0 days 06:18:53.986725663
23,Yes,Travel_Frequently,Research & Development,2,4,Life Sciences,1,2651,Female,2,Manufacturing Director,Married,61790,1.0,Y,11,8,0,1.0,3,1,1,0,4.0,1.0,2.0,3,3,0 days 07:57:27.515021459
36,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,2652,Female,2,Laboratory Technician,Married,61200,0.0,Y,19,8,0,10.0,2,9,3,4,1.0,4.0,3.0,3,3,0 days 07:49:49.524017467
36,No,Travel_Frequently,Research & Development,16,1,Medical,1,2653,Male,2,Sales Executive,Divorced,105960,7.0,Y,15,8,0,18.0,3,4,0,2,4.0,2.0,3.0,2,3,0 days 07:49:30.075630252
56,No,Non-Travel,Research & Development,8,1,Life Sciences,1,2654,Male,1,Sales Executive,Divorced,54670,1.0,Y,20,8,0,13.0,6,13,1,9,3.0,3.0,2.0,2,4,0 days 06:37:12.401709401
29,Yes,Travel_Rarely,Research & Development,9,4,Medical,1,2655,Male,2,Sales Representative,Married,29960,9.0,Y,25,8,0,4.0,4,2,2,2,1.0,4.0,4.0,3,4,0 days 10:52:37.060085836
42,No,Travel_Rarely,Research & Development,17,1,Life Sciences,1,2656,Male,3,Research Scientist,Married,99980,5.0,Y,24,8,2,24.0,3,22,4,14,1.0,3.0,2.0,2,4,0 days 07:22:41.813559322
56,Yes,Travel_Rarely,Sales,10,4,Other,1,2657,Male,2,Sales Executive,Married,40780,8.0,Y,24,8,1,14.0,3,10,9,8,4.0,3.0,1.0,3,4,0 days 06:48:46.156779661
41,No,Travel_Rarely,Research & Development,13,4,Life Sciences,1,2658,Female,1,Healthcare Representative,Married,109200,0.0,Y,15,8,1,21.0,3,20,0,10,1.0,2.0,3.0,4,3,0 days 07:48:44.987288135
34,No,Travel_Rarely,Sales,1,3,Medical,1,2659,Female,1,Laboratory Technician,Married,62320,1.0,Y,13,8,1,8.0,3,8,1,7,4.0,3.0,3.0,3,3,0 days 07:21:27.324675324
36,No,Non-Travel,Sales,1,1,Medical,1,2660,Female,1,Human Resources,Divorced,132470,1.0,Y,14,8,0,15.0,3,15,11,11,4.0,4.0,2.0,3,3,0 days 07:41:37.487603305
41,No,Travel_Rarely,Research & Development,1,5,Medical,1,2661,Male,1,Healthcare Representative,Divorced,40810,2.0,Y,13,8,0,14.0,3,5,0,4,3.0,2.0,3.0,3,3,0 days 07:04:59.050420168
32,No,Travel_Rarely,Sales,9,4,Life Sciences,1,2662,Female,2,Research Scientist,Single,57690,1.0,Y,11,8,0,4.0,3,4,1,2,4.0,1.0,3.0,3,3,0 days 06:41:52.223628691
35,No,Travel_Rarely,Research & Development,16,3,Medical,1,2663,Female,2,Healthcare Representative,Single,23940,1.0,Y,16,8,1,9.0,3,9,1,7,3.0,4.0,3.0,3,3,0 days 10:29:10.070539419
38,No,Travel_Rarely,Research & Development,23,3,Medical,1,2664,Male,3,Sales Representative,Married,39040,1.0,Y,22,8,0,10.0,3,10,1,9,1.0,4.0,3.0,2,4,0 days 06:54:50.331967213
50,Yes,Travel_Frequently,Sales,4,2,Life Sciences,1,2665,Female,2,Laboratory Technician,Divorced,167990,7.0,Y,14,8,1,12.0,2,6,0,1,2.0,3.0,3.0,2,3,0 days 07:11:48.017021276
36,No,Travel_Rarely,Research & Development,22,4,Life Sciences,1,2666,Male,1,Healthcare Representative,Married,29500,4.0,Y,14,8,0,8.0,1,6,0,0,2.0,4.0,2.0,2,3,0 days 06:17:51.150000
45,No,Travel_Rarely,Sales,24,3,Life Sciences,1,2667,Male,1,Laboratory Technician,Single,36290,8.0,Y,16,8,1,8.0,2,5,0,1,4.0,3.0,3.0,4,3,0 days 06:04:57.811158798
40,No,Travel_Rarely,Sales,10,4,Life Sciences,1,2668,Male,1,Research Scientist,Single,93620,2.0,Y,11,8,1,8.0,6,2,2,2,3.0,3.0,3.0,3,3,0 days 06:13:00.163090128
35,No,Travel_Frequently,Sales,7,2,Life Sciences,1,2669,Male,2,Manufacturing Director,Married,32290,1.0,Y,25,8,0,10.0,2,10,0,2,3.0,3.0,4.0,2,4,0 days 08:22:52.200000
40,No,Travel_Rarely,Research & Development,17,4,Life Sciences,1,2670,Male,1,Manager,Married,35780,2.0,Y,14,8,1,20.0,2,5,0,2,3.0,3.0,3.0,3,3,0 days 07:30:24.200000
35,No,Travel_Rarely,Human Resources,14,1,Life Sciences,1,2671,Male,2,Research Scientist,Married,79880,1.0,Y,18,8,0,4.0,3,4,1,1,3.0,4.0,3.0,3,3,0 days 06:53:59.307017543
29,No,Travel_Rarely,Research & Development,1,3,Medical,1,2672,Male,3,Sales Executive,Married,42840,4.0,Y,11,8,0,10.0,5,4,0,3,4.0,2.0,3.0,2,3,0 days 09:47:42.323529411
29,No,Travel_Rarely,Research & Development,5,3,Medical,1,2673,Male,2,Sales Representative,Single,75530,1.0,Y,19,8,0,5.0,3,5,0,4,4.0,1.0,1.0,3,3,0 days 06:07:00.035398230
50,Yes,Travel_Rarely,Research & Development,17,3,Medical,1,2674,Male,1,Research Scientist,Divorced,173280,4.0,Y,15,8,2,20.0,1,3,2,0,4.0,1.0,3.0,3,3,0 days 09:35:47.961538461
39,No,Travel_Rarely,Sales,25,3,Medical,1,2675,Male,2,Sales Executive,Married,197010,0.0,Y,11,8,0,21.0,3,20,9,6,2.0,4.0,2.0,4,3,0 days 07:29:41.377682403
31,No,Non-Travel,Research & Development,8,4,Life Sciences,1,2676,Female,4,Sales Executive,Single,147320,0.0,Y,12,8,0,10.0,3,9,1,7,2.0,1.0,3.0,3,3,0 days 07:15:40.165957446
26,No,Travel_Rarely,Research & Development,11,4,Medical,1,2677,Male,2,Manager,Single,92780,0.0,Y,20,8,0,5.0,3,4,0,0,4.0,3.0,3.0,3,4,0 days 07:31:22.868421052
36,No,Travel_Frequently,Research & Development,5,1,Technical Degree,1,2678,Male,1,Sales Executive,Married,13590,4.0,Y,12,8,0,17.0,2,5,0,3,3.0,4.0,3.0,3,3,0 days 07:41:50.270491803
39,No,Travel_Rarely,Research & Development,2,1,Medical,1,2679,Female,1,Research Scientist,Married,47790,4.0,Y,14,8,2,9.0,3,7,1,7,4.0,1.0,3.0,3,3,0 days 05:59:14.553278688
27,No,Travel_Rarely,Research & Development,8,2,Medical,1,2680,Male,1,Laboratory Technician,Married,164220,1.0,Y,20,8,1,6.0,3,6,0,3,2.0,2.0,3.0,3,4,0 days 09:17:44.845188284
49,No,Travel_Frequently,Research & Development,6,1,Medical,1,2681,Male,3,Healthcare Representative,Married,29960,2.0,Y,18,8,1,17.0,2,9,0,8,4.0,2.0,2.0,2,3,0 days 06:24:57.243589743
34,No,Travel_Rarely,Sales,4,3,Medical,1,2682,Female,1,Sales Executive,Married,12610,2.0,Y,14,8,1,6.0,6,4,1,2,2.0,3.0,4.0,3,3,0 days 06:28:13.774891774
41,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,2683,Female,1,Research Scientist,Single,20990,8.0,Y,12,8,1,8.0,2,6,0,5,2.0,4.0,1.0,3,3,0 days 08:35:39.236286919
49,No,Travel_Frequently,Sales,1,4,Life Sciences,1,2684,Female,2,Manufacturing Director,Married,58100,1.0,Y,21,8,1,10.0,2,10,1,7,3.0,2.0,3.0,3,4,0 days 06:41:51.745614035
37,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2685,Male,1,Sales Executive,Single,56470,6.0,Y,19,8,0,7.0,2,0,0,0,4.0,3.0,3.0,3,3,0 days 08:29:31.298701298
33,No,Travel_Frequently,Research & Development,10,2,Medical,1,2686,Male,2,Research Scientist,Married,34200,1.0,Y,14,8,0,8.0,3,8,3,0,4.0,3.0,3.0,3,3,0 days 09:31:01.926406926
27,No,Travel_Rarely,Sales,5,4,Medical,1,2687,Female,4,Manufacturing Director,Married,44000,9.0,Y,17,8,1,6.0,3,2,2,2,1.0,2.0,3.0,2,3,0 days 06:23:13.342975206
32,No,Travel_Frequently,Research & Development,9,2,Medical,1,2688,Female,2,Research Scientist,Single,35000,0.0,Y,16,8,1,8.0,2,7,3,6,4.0,4.0,2.0,2,3,0 days 07:14:47.970464135
59,No,Travel_Rarely,Sales,2,2,Marketing,1,2689,Female,5,Sales Representative,Married,20660,4.0,Y,12,8,1,12.0,3,1,0,0,3.0,1.0,2.0,3,3,0 days 09:58:11.046025104
30,No,Travel_Rarely,Research & Development,11,4,Medical,1,2690,Male,2,Laboratory Technician,Divorced,171690,1.0,Y,17,8,2,1.0,2,1,0,0,4.0,3.0,3.0,3,3,0 days 06:23:48.068376068
38,No,Travel_Frequently,Sales,18,4,Life Sciences,1,2691,Male,2,Healthcare Representative,Single,41620,0.0,Y,15,8,1,10.0,1,9,1,8,4.0,3.0,3.0,3,3,0 days 07:59:24.775933609
36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,2692,Male,1,Sales Executive,Married,92040,6.0,Y,23,8,1,17.0,2,7,7,7,3.0,3.0,2.0,3,4,0 days 07:49:13.854625550
35,No,Travel_Rarely,Human Resources,3,4,Human Resources,1,2693,Male,2,Manager,Married,32940,0.0,Y,11,8,0,6.0,2,5,0,3,1.0,2.0,3.0,3,3,0 days 07:29:52.457627118
29,No,Travel_Rarely,Sales,29,4,Life Sciences,1,2694,Male,2,Laboratory Technician,Single,21270,0.0,Y,11,8,1,10.0,3,9,0,8,4.0,3.0,3.0,2,3,0 days 10:43:45.491379310
31,No,Travel_Rarely,Research & Development,2,2,Medical,1,2695,Male,2,Laboratory Technician,Divorced,39750,1.0,Y,15,8,1,5.0,3,5,4,3,1.0,3.0,2.0,3,3,0 days 06:20:07.682008368
34,No,Travel_Rarely,Research & Development,28,3,Technical Degree,1,2696,Male,1,Laboratory Technician,Divorced,107930,0.0,Y,11,8,3,3.0,1,2,1,2,2.0,4.0,3.0,2,3,0 days 07:35:22.099137931
28,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,2697,Male,5,Research Director,Single,100960,,Y,13,8,0,6.0,2,4,0,3,3.0,3.0,3.0,3,3,0 days 10:30:50.847736625
29,No,Travel_Rarely,Research & Development,16,2,Life Sciences,1,2698,Female,4,Laboratory Technician,Divorced,36460,1.0,Y,14,8,0,10.0,3,10,8,8,2.0,1.0,3.0,4,3,0 days 08:00:39.890829694
32,No,Travel_Rarely,Human Resources,22,3,Human Resources,1,2699,Female,2,Research Director,Divorced,74460,0.0,Y,19,8,0,7.0,3,6,0,5,1.0,2.0,2.0,3,3,0 days 10:41:59.394849785
22,No,Non-Travel,Research & Development,8,3,Life Sciences,1,2700,Female,3,Sales Executive,Divorced,108510,1.0,Y,16,8,1,1.0,2,1,0,0,4.0,4.0,2.0,4,3,0 days 09:59:15.872950819
53,No,Travel_Rarely,Research & Development,11,3,Medical,1,2701,Male,2,Manager,Married,21090,2.0,Y,13,8,0,31.0,3,25,3,7,1.0,4.0,3.0,3,3,0 days 08:00:47.600840336
38,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1,2702,Female,1,Manufacturing Director,Single,37220,5.0,Y,14,8,0,6.0,0,3,1,2,4.0,4.0,3.0,3,3,0 days 09:40:47.525210084
24,No,Non-Travel,Research & Development,1,5,Life Sciences,1,2703,Male,3,Research Scientist,Divorced,93800,0.0,Y,16,8,0,5.0,2,4,1,3,1.0,3.0,2.0,2,3,0 days 06:54:06.795744680
36,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1,2704,Male,1,Research Director,Single,54860,7.0,Y,12,8,1,10.0,2,5,0,3,3.0,1.0,3.0,3,3,0 days 06:30:02.925438596
34,No,Travel_Rarely,Sales,24,3,Marketing,1,2705,Male,4,Research Scientist,Single,27420,0.0,Y,11,8,1,13.0,2,12,2,11,1.0,2.0,3.0,3,3,0 days 06:07:14.852459016
21,No,Travel_Rarely,Sales,2,3,Life Sciences,1,2706,Male,2,Manufacturing Director,Single,137570,1.0,Y,12,8,1,0.0,3,0,0,0,3.0,4.0,3.0,3,3,0 days 05:58:50.402597402
34,Yes,Travel_Rarely,Sales,15,2,Marketing,1,2707,Female,2,Research Scientist,Single,84630,2.0,Y,13,8,0,8.0,2,4,1,3,2.0,1.0,3.0,1,3,0 days 07:47:10.465306122
53,No,Travel_Rarely,Sales,2,1,Life Sciences,1,2708,Male,5,Human Resources,Divorced,31620,4.0,Y,15,8,0,26.0,4,14,4,8,3.0,,2.0,3,3,0 days 07:29:59.643153526
32,Yes,Travel_Frequently,Research & Development,10,3,Medical,1,2709,Female,2,Manufacturing Director,Single,165980,1.0,Y,13,8,0,10.0,2,10,6,7,2.0,1.0,3.0,3,3,0 days 09:29:29.711934156
42,No,Travel_Rarely,Research & Development,10,3,Technical Degree,1,2710,Male,2,Laboratory Technician,Married,66510,0.0,Y,20,8,0,10.0,5,9,4,2,3.0,2.0,,2,4,0 days 06:53:04.222222222
44,No,Travel_Rarely,Research & Development,3,1,Life Sciences,1,2711,Female,1,Manufacturing Director,Married,23450,3.0,Y,15,8,2,24.0,0,22,5,17,1.0,4.0,3.0,3,3,0 days 07:05:41.054621848
46,No,Travel_Rarely,Sales,2,3,Life Sciences,1,2712,Female,1,Research Scientist,Single,34200,3.0,Y,13,8,2,22.0,3,2,2,1,2.0,1.0,2.0,1,3,0 days 08:00:52.759493670
33,No,Travel_Rarely,Sales,3,3,Medical,1,2713,Male,1,Manufacturing Director,Single,43730,4.0,Y,14,8,0,7.0,3,1,0,0,3.0,4.0,3.0,3,3,0 days 06:27:39.344537815
44,No,Travel_Rarely,Human Resources,26,3,Life Sciences,1,2714,Male,5,Healthcare Representative,Married,47590,2.0,Y,21,8,0,9.0,2,4,1,3,4.0,4.0,4.0,3,4,0 days 08:29:52.823529411
30,No,Travel_Rarely,Research & Development,1,4,Technical Degree,1,2715,Female,1,Research Scientist,Single,53010,1.0,Y,16,8,1,10.0,3,10,1,8,4.0,3.0,3.0,3,3,0 days 06:05:50.111570247
39,Yes,Travel_Rarely,Human Resources,1,4,Medical,1,2716,Male,1,Sales Executive,Married,36730,3.0,Y,14,8,1,19.0,3,1,0,0,4.0,4.0,4.0,3,3,0 days 06:29:22.126050420
24,Yes,Travel_Rarely,Human Resources,2,5,Human Resources,1,2717,Male,3,Sales Executive,Married,47680,2.0,Y,11,8,1,6.0,2,2,2,0,2.0,4.0,2.0,2,3,0 days 09:41:23.768595041
43,No,Travel_Rarely,Sales,9,5,Technical Degree,1,2718,Female,1,Research Director,Divorced,12740,1.0,Y,19,8,0,6.0,3,5,1,4,4.0,3.0,2.0,2,3,0 days 06:29:58.413934426
50,Yes,Travel_Rarely,Research & Development,12,4,Medical,1,2719,Male,1,Research Director,Married,49000,1.0,Y,11,8,0,3.0,3,3,0,2,1.0,3.0,3.0,2,3,0 days 08:53:39.589958158
35,No,Travel_Rarely,Sales,2,4,Marketing,1,2720,Male,3,Manufacturing Director,Married,104660,1.0,Y,13,8,0,2.0,1,2,2,2,4.0,4.0,3.0,3,3,0 days 07:06:14.656779661
36,No,Travel_Rarely,Research & Development,25,1,Life Sciences,1,2721,Female,4,Sales Executive,Married,170070,9.0,Y,12,8,1,6.0,2,1,0,0,2.0,1.0,4.0,2,3,0 days 09:07:50.908695652
33,No,Travel_Frequently,Sales,9,2,Marketing,1,2722,Male,4,Human Resources,Married,29090,2.0,Y,11,8,0,10.0,2,5,1,3,3.0,1.0,3.0,2,3,0 days 06:35:56.795744680
35,No,Travel_Rarely,Research & Development,10,1,Medical,1,2723,Male,1,Research Scientist,Divorced,57650,1.0,Y,14,8,1,1.0,2,1,0,0,3.0,4.0,3.0,3,3,0 days 06:11:12.084033613
27,No,Travel_Rarely,Sales,8,2,Marketing,1,2724,Female,3,Research Scientist,Divorced,45990,1.0,Y,15,8,1,1.0,3,1,0,0,4.0,1.0,3.0,2,3,0 days 07:35:22.205020920
26,Yes,Travel_Rarely,Sales,4,3,Marketing,1,2725,Male,2,Manager,Single,24040,1.0,Y,12,8,0,1.0,6,1,0,1,1.0,3.0,2.0,3,3,0 days 07:42:00.438016528
27,No,Travel_Frequently,Sales,24,3,Life Sciences,1,2726,Male,4,Healthcare Representative,Single,31720,1.0,Y,20,8,1,9.0,1,9,1,7,4.0,3.0,3.0,3,4,0 days 06:46:24.709956709
30,No,Travel_Frequently,Research & Development,1,4,Medical,1,2727,Male,1,Research Scientist,Single,20330,1.0,Y,14,8,1,12.0,3,12,3,7,3.0,4.0,3.0,1,3,0 days 06:48:48.028806584
41,Yes,Travel_Rarely,Sales,20,4,Marketing,1,2728,Male,2,Sales Executive,Married,102090,1.0,Y,13,8,1,23.0,2,22,15,8,2.0,3.0,3.0,3,3,0 days 06:00:23.979079497
34,No,Non-Travel,Research & Development,7,2,Technical Degree,1,2729,Female,1,Research Scientist,Single,86200,0.0,Y,13,8,1,10.0,2,9,8,7,2.0,3.0,3.0,2,3,0 days 07:46:44.914893617
37,No,Travel_Rarely,Research & Development,17,3,Life Sciences,1,2730,Female,3,Sales Executive,Married,20640,4.0,Y,16,8,0,8.0,3,1,0,0,2.0,2.0,3.0,2,3,0 days 06:05:00.139130434
46,No,Travel_Frequently,Research & Development,20,3,Technical Degree,1,2731,Male,3,Sales Executive,Single,40350,4.0,Y,14,8,1,14.0,2,9,0,8,1.0,4.0,3.0,3,3,0 days 09:17:44.233766233
35,No,Travel_Rarely,Research & Development,8,4,Medical,1,2732,Female,3,Research Scientist,Married,38380,1.0,Y,16,8,1,1.0,2,1,0,1,4.0,4.0,3.0,3,3,0 days 06:55:11.718487394
48,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,1,2733,Female,1,Sales Executive,Single,45910,9.0,Y,16,8,0,23.0,6,1,0,0,1.0,3.0,3.0,1,3,0 days 09:18:33.457264957
